appID,name,release_date,developers,publishers,genres,tags,positive,negative,total_reviews,rating_ratio,estimated_owners,owners_mid,price,metacritic_score,user_score,tier,label_rating,release_year,label_sales
753640,Outer Wilds,2020-06-18,['Mobius Digital'],['Annapurna Interactive'],['Action' 'Adventure'],[],80833,3655,84488,0.9567394186156614,1000000 - 2000000,1500000.0,14.99,85,0,AA,1,2020,1
1237970,Titanfall® 2,2020-06-18,['Respawn Entertainment'],['Electronic Arts'],['Action'],[],244524,11664,256188,0.9544709354068106,5000000 - 10000000,7500000.0,4.49,86,0,AAA,1,2020,1
1130410,Cyber Hook,2020-09-24,['Blazing Stick'],['Graffiti Games'],['Action' 'Indie'],[],3684,191,3875,0.9507096774193547,50000 - 100000,75000.0,2.99,0,0,indie,1,2020,0
915310,SNKRX,2021-05-17,['a327ex'],['a327ex'],['Action' 'Casual' 'Indie'],[],4023,227,4250,0.9465882352941176,50000 - 100000,75000.0,0.89,0,0,indie,1,2021,0
1283190,Neighbours back From Hell,2020-10-08,['Farbworks'],['HandyGames'],['Adventure' 'Casual' 'Strategy'],[],4119,236,4355,0.9458094144661308,50000 - 100000,75000.0,4.94,69,0,indie,1,2020,0
2696480,Nothing,2024-01-10,['Pixelatto'],['Pixelatto'],['Action' 'Adventure' 'Casual' 'Racing'],[],8755,505,9260,0.945464362850972,100000 - 200000,150000.0,0.49,0,0,indie,1,2024,1
2161700,Persona 3 Reload,2024-02-01,['ATLUS'],['SEGA'],['Adventure' 'RPG' 'Strategy'],[],40182,2385,42567,0.9439706815138488,1000000 - 2000000,1500000.0,26.99,89,0,AA,1,2024,1
2420660,Neva,2024-10-15,['Nomada Studio'],['Devolver Digital'],['Action' 'Adventure' 'Indie'],[],6580,396,6976,0.9432339449541284,100000 - 200000,150000.0,11.99,87,0,indie,1,2024,1
2168680,Nuclear Option,2023-10-15,['Shockfront Studios'],['Shockfront Studios'],['Action' 'Indie' 'Simulation' 'Early Access'],[],3826,232,4058,0.9428289797930016,100000 - 200000,150000.0,17.99,0,0,indie,1,2023,1
1139890,Dictators:No Peace Countryballs,2020-01-01,['RPN Indie Developer'],['RPN Indie Developer'],['Casual' 'Indie' 'Simulation' 'Strategy'],[],5740,355,6095,0.9417555373256769,50000 - 100000,75000.0,0.99,0,0,indie,1,2020,0
1088850,Marvel's Guardians of the Galaxy,2021-10-26,['Eidos-Montréal'],['Eidos Interactive Corp.'],['Action' 'Adventure'],[],36857,2301,39158,0.9412380611880076,500000 - 1000000,750000.0,8.99,78,0,AA,1,2021,1
1623730,Palworld,2024-01-18,['Pocketpair'],['Pocketpair'],['Action' 'Adventure' 'Indie' 'RPG' 'Early Access'],[],358266,22443,380709,0.9410494629756586,50000000 - 100000000,75000000.0,22.49,0,0,AAA,1,2024,1
2306590,Apewar,2023-03-24,['Radatomic Studios'],['Radatomic Studios'],['Action' 'Casual' 'Indie' 'Early Access'],[],6595,428,7023,0.9390573828848072,100000 - 200000,150000.0,0.49,0,0,indie,1,2023,1
648800,Raft,2022-06-20,['Redbeet Interactive'],['Axolot Games'],['Adventure' 'Indie' 'Simulation'],[],323198,23161,346359,0.9331300760193902,10000000 - 20000000,15000000.0,13.39,0,0,AAA,1,2022,1
1147560,Skul: The Hero Slayer,2021-01-20,['SOUTHPAW GAMES'],['NEOWIZ'],['Action' 'Indie'],[],51218,3683,54901,0.9329156117374912,1000000 - 2000000,1500000.0,9.99,80,0,AA,1,2021,1
1245620,ELDEN RING,2022-02-24,"['FromSoftware, Inc.']","['FromSoftware, Inc.' 'Bandai Namco Entertainment']",['Action' 'RPG'],[],981540,75137,1056677,0.9288931243890044,20000000 - 50000000,35000000.0,38.99,94,0,AAA,1,2022,1
1166860,Rival Stars Horse Racing: Desktop Edition,2020-06-24,['PikPok'],['PikPok'],['Racing' 'Simulation' 'Sports' 'Strategy'],[],3973,305,4278,0.9287050023375408,100000 - 200000,150000.0,19.99,0,0,indie,1,2020,1
1018800,DEEEER Simulator: Your Average Everyday Deer Game,2021-11-23,['Gibier Games'],['PLAYISM'],['Action' 'Casual' 'Indie' 'Simulation'],[],3899,319,4218,0.9243717401612138,100000 - 200000,150000.0,5.99,0,0,indie,1,2021,1
1555110,Chasing Tails ~A Promise in the Snow~,2021-08-13,['the last evil wizard' 'Nupu Neko Dev'],['Nupu Neko Dev'],['Adventure'],[],3624,297,3921,0.9242540168324408,100000 - 200000,150000.0,1.59,0,0,indie,1,2021,1
1592280,Selaco,2024-05-31,['Altered Orbit Studios'],['Altered Orbit Studios'],['Action' 'Adventure' 'Indie' 'Early Access'],[],4077,359,4436,0.9190712353471596,100000 - 200000,150000.0,17.49,0,0,indie,1,2024,1
937310,Infinitode 2 - Infinite Tower Defense,2021-05-06,['Prineside'],['Prineside'],['Indie' 'Strategy' 'Free To Play'],[],3354,320,3674,0.9129014697876974,50000 - 100000,75000.0,0.0,0,0,indie,1,2021,
782330,DOOM Eternal,2020-03-19,['id Software'],['Bethesda Softworks'],['Action'],[],187807,18219,206026,0.9115694135691612,5000000 - 10000000,7500000.0,9.99,88,0,AAA,1,2020,1
1902690,Fate/Samurai Remnant,2023-09-28,"['KOEI TECMO GAMES CO., LTD.']","['KOEI TECMO GAMES CO., LTD.']",['Action' 'RPG'],[],5723,562,6285,0.9105807478122514,100000 - 200000,150000.0,31.99,80,0,indie,1,2023,1
1527910,Gladio and Glory,2021-03-16,['Adi Zhavo'],['Adi Zhavo'],['Action' 'Free To Play' 'Indie' 'Simulation' 'Strategy' 'Early Access'],[],3641,368,4009,0.9082065352955848,50000 - 100000,75000.0,0.0,0,0,indie,1,2021,
1129580,Medieval Dynasty,2021-09-23,['Render Cube'],['Toplitz Productions'],['Action' 'Adventure' 'Indie' 'RPG' 'Simulation'],[],40992,4174,45166,0.9075853518133108,1000000 - 2000000,1500000.0,17.49,73,0,AA,1,2021,1
1465860,*NEW* SCUFFED EPIC BHOP SIMULATOR 2023 (POG CHAMP),2020-11-27,['Scuffed Development'],['shanaz game studios'],['Action' 'Adventure' 'Casual' 'Indie' 'Simulation' 'Free To Play'],[],4380,447,4827,0.9073958980733374,50000 - 100000,75000.0,0.0,0,0,indie,1,2020,
1693980,Dead Space,2023-01-27,['Motive'],['Electronic Arts'],['Action' 'Adventure'],[],46485,4774,51259,0.9068651358785774,500000 - 1000000,750000.0,8.99,87,0,AA,1,2023,1
990080,Hogwarts Legacy,2023-02-10,['Avalanche Software'],['Warner Bros. Games'],['Action' 'Adventure' 'RPG'],[],289966,31429,321395,0.902210675337202,20000000 - 50000000,35000000.0,5.99,83,0,AAA,1,2023,1
2254890,The Killing Antidote,2024-10-05,['MetalStar Studio'],['MetalStar Studio'],['Action' 'Adventure' 'Indie' 'RPG' 'Early Access'],[],4214,464,4678,0.900812312954254,100000 - 200000,150000.0,23.99,0,0,indie,1,2024,1
2230650,TEVI,2023-11-29,['CreSpirit' 'GemaYue' 'Ein Lee'],['CreSpirit' 'Neverland Entertainment'],['Action' 'Adventure' 'Casual' 'Indie'],[],3173,361,3534,0.8978494623655914,100000 - 200000,150000.0,16.49,0,0,indie,1,2023,1
793460,112 Operator,2020-04-23,['Jutsu Games'],['Games Operators'],['Indie' 'Simulation' 'Strategy'],[],5916,692,6608,0.8952784503631961,100000 - 200000,150000.0,4.99,73,0,indie,1,2020,1
555160,Pavlov,2024-12-04,['Vankrupt Games'],['Vankrupt Games'],['Action' 'Indie'],[],35512,4160,39672,0.8951401492236338,1000000 - 2000000,1500000.0,24.99,0,0,AA,1,2024,1
2878420,Old Market Simulator,2024-10-03,['Alcedo Games'],['Alcedo Games' 'Gamersky Games'],['Simulation'],[],3178,383,3561,0.8924459421510812,100000 - 200000,150000.0,5.99,0,0,indie,1,2024,1
1208260,Hentai Vs Furries,2020-01-10,['SeedWall'],['SeedWall'],['Action' 'Adventure' 'Casual' 'Indie'],[],4424,562,4986,0.887284396309667,100000 - 200000,150000.0,0.49,0,0,indie,1,2020,1
770810,"Good Pizza, Great Pizza - Cooking Simulator Game",2023-01-06,['TapBlaze'],['TapBlaze'],['Casual' 'Indie' 'Simulation'],[],5074,645,5719,0.8872180451127819,100000 - 200000,150000.0,5.99,0,0,indie,1,2023,1
251570,7 Days to Die,2024-07-25,['The Fun Pimps'],['The Fun Pimps Entertainment LLC'],['Action' 'Adventure' 'Indie' 'RPG' 'Simulation' 'Strategy'],[],327889,42157,370046,0.8860763256460008,10000000 - 20000000,15000000.0,24.74,0,0,AAA,1,2024,1
1384160,GUILTY GEAR -STRIVE-,2021-06-11,['Arc System Works'],['Arc System Works'],['Action'],[],52377,7005,59382,0.8820349600889158,1000000 - 2000000,1500000.0,19.99,85,0,AA,1,2021,1
968250,King of Retail,2022-09-14,['Freaking Games'],['Iceberg Interactive'],['Casual' 'Indie' 'Simulation'],[],3111,417,3528,0.8818027210884354,100000 - 200000,150000.0,6.49,0,0,indie,1,2022,1
1325200,Nioh 2 – The Complete Edition,2021-02-05,"['KOEI TECMO GAMES CO., LTD.']","['KOEI TECMO GAMES CO., LTD.']",['Action' 'RPG'],[],39965,5531,45496,0.8784288728679445,1000000 - 2000000,1500000.0,19.99,86,0,AA,1,2021,1
870780,Control Ultimate Edition,2020-08-27,['Remedy Entertainment'],['Remedy Entertainment'],['Action' 'Adventure'],[],44045,6403,50448,0.8730772280367903,1000000 - 2000000,1500000.0,5.99,85,0,AA,1,2020,1
1364960,Hello Neighbor 2 Alpha 1.5,2020-07-23,['Eerie Guest' 'tinyBuild'],['tinyBuild'],['Adventure' 'Indie' 'Strategy'],[],5136,795,5931,0.8659585230146687,100000 - 200000,150000.0,0.0,0,0,indie,1,2020,
1294760,HARD BULLET,2020-10-22,['GexagonVR'],['GexagonVR'],['Action' 'Adventure' 'Indie' 'Simulation' 'Early Access'],[],4689,808,5497,0.8530107331271602,50000 - 100000,75000.0,15.99,0,0,indie,1,2020,0
1238860,Battlefield 4™,2020-06-11,['DICE'],['Electronic Arts'],['Action'],[],60650,10498,71148,0.8524484173834823,1000000 - 2000000,1500000.0,39.99,0,0,AA,1,2020,1
1072040,Panzer Corps 2,2020-03-19,['Flashback Games'],['Slitherine Ltd.'],['Strategy'],[],3191,587,3778,0.8446267866596082,100000 - 200000,150000.0,15.99,86,0,indie,1,2020,1
1091500,Cyberpunk 2077,2020-12-09,['CD PROJEKT RED'],['CD PROJEKT RED'],['RPG'],[],713071,131850,844921,0.843949907742854,20000000 - 50000000,35000000.0,20.99,86,0,AAA,1,2020,1
505460,Foxhole,2022-09-28,['Siege Camp'],['Siege Camp'],['Action' 'Indie' 'Massively Multiplayer' 'RPG' 'Strategy'],[],36855,7213,44068,0.8363211400562767,1000000 - 2000000,1500000.0,20.09,0,0,AA,1,2022,1
1282100,REMNANT II®,2023-07-25,['Gunfire Games'],['Arc Games' 'THQ Nordic'],['Action' 'Adventure' 'RPG'],[],50249,10114,60363,0.8324470288090386,1000000 - 2000000,1500000.0,14.99,0,0,AA,1,2023,1
1805480,Like a Dragon: Ishin!,2023-02-21,['Ryu Ga Gotoku Studio'],['SEGA'],['Action' 'Adventure'],[],4563,940,5503,0.8291840814101399,100000 - 200000,150000.0,11.99,0,0,indie,1,2023,1
1407200,World of Tanks,2021-04-28,['Wargaming Group Limited'],['Wargaming Group Limited'],['Action' 'Massively Multiplayer' 'Simulation' 'Free To Play'],[],72570,15266,87836,0.8261988250831094,1000000 - 2000000,1500000.0,0.0,80,0,AA,1,2021,
1097150,Fall Guys,2020-08-03,['Mediatonic'],[],['Action' 'Casual' 'Indie' 'Massively Multiplayer' 'Sports'],[],385154,88589,473743,0.8130019863090325,20000000 - 50000000,35000000.0,0.0,80,0,AAA,1,2020,
1981820,Strike Force Heroes,2023-11-10,['Sky9 Games'],['IndieArk'],['Action' 'Indie' 'RPG'],[],3210,741,3951,0.812452543659833,100000 - 200000,150000.0,12.99,0,0,indie,1,2023,1
574980,Them's Fightin' Herds,2020-04-30,"['Mane6, Inc.']",['Gameplay Group International'],['Action' 'Indie'],[],3606,851,4457,0.809064393089522,100000 - 200000,150000.0,14.99,0,0,indie,1,2020,1
1809700,Persona 3 Portable,2023-01-18,['ATLUS'],['SEGA'],['Adventure' 'RPG' 'Strategy'],[],4041,1004,5045,0.8009910802775024,100000 - 200000,150000.0,15.99,81,0,indie,1,2023,1
1283230,Autopsy Simulator,2024-06-06,['Woodland Games'],['Team17 Digital Ltd'],['Indie' 'Simulation'],[],639,641,1280,0.49921875,20000 - 50000,35000.0,8.49,0,0,indie,0,2024,0
2669320,EA SPORTS FC™ 25,2024-09-26,['EA Canada' 'EA Romania'],['Electronic Arts'],['Simulation' 'Sports'],[],37253,37543,74796,0.4980613936574148,5000000 - 10000000,7500000.0,69.99,0,0,AAA,0,2024,1
1276760,DRAGON BALL: THE BREAKERS,2022-10-13,['Dimps Corporation'],['Bandai Namco Entertainment'],['Action' 'Adventure' 'Casual'],[],3058,3083,6141,0.4979645008956196,200000 - 500000,350000.0,4.99,0,0,AA,0,2022,1
774791,Surgeon Simulator 2,2021-09-02,['Bossa Studios'],['Infogrames'],['Action' 'Casual' 'Indie' 'Simulation'],[],1117,1128,2245,0.4975501113585746,50000 - 100000,75000.0,3.99,0,0,indie,0,2021,0
2288150,ROMANCE OF THE THREE KINGDOMS 8 REMAKE,2024-10-23,"['KOEI TECMO GAMES CO., LTD.']","['KOEI TECMO GAMES CO., LTD.']",['Simulation' 'Strategy'],[],1597,1641,3238,0.4932056825200741,100000 - 200000,150000.0,59.99,0,0,indie,0,2024,1
1646730,POLE,2022-05-02,['Iuvenis Studios' 'Mobul Tek LLC'],['Iuvenis Studios' 'Mobul Tek LLC'],['Adventure' 'Indie' 'Strategy'],[],193,199,392,0.4923469387755102,0 - 20000,10000.0,14.99,0,0,indie,0,2022,0
1341200,DYNASTY WARRIORS 9 Empires,2021-12-22,"['KOEI TECMO GAMES CO., LTD.']","['KOEI TECMO GAMES CO., LTD.']",['Action' 'Simulation' 'Strategy'],[],895,931,1826,0.4901423877327491,50000 - 100000,75000.0,29.99,0,0,indie,0,2021,0
1016950,Blood Bowl 3,2023-02-23,['Cyanide Studio'],['Nacon'],['Sports' 'Strategy'],[],2370,2491,4861,0.4875540012343139,200000 - 500000,350000.0,11.99,0,0,AA,0,2023,1
254370,Aquanox Deep Descent,2020-10-16,['Digital Arrow'],['THQ Nordic'],['Action' 'RPG' 'Simulation'],[],317,334,651,0.4869431643625192,50000 - 100000,75000.0,7.49,0,0,indie,0,2020,0
1448440,Wo Long: Fallen Dynasty,2023-03-03,"['KOEI TECMO GAMES CO., LTD.']","['KOEI TECMO GAMES CO., LTD.' 'CE-Asia(Asia)']",['Action' 'Adventure' 'RPG'],[],13447,14241,27688,0.485661658480208,1000000 - 2000000,1500000.0,23.99,79,0,AA,0,2023,1
1268900,Nearly Dead,2021-09-10,"['Mono Software, Inc.']","['Mono Software, Inc.']",['Action' 'Indie' 'RPG' 'Strategy' 'Early Access'],[],137,147,284,0.4823943661971831,0 - 20000,10000.0,17.49,0,0,indie,0,2021,0
981890,Olympic Games Tokyo 2020 – The Official Video Game™,2021-06-21,['SEGA'],['SEGA'],['Casual' 'Sports'],[],1299,1395,2694,0.4821826280623608,500000 - 1000000,750000.0,7.99,0,0,AA,0,2021,1
1847150,Touhou Genso Wanderer -FORESIGHT-,2024-05-14,['AQUASTYLE' 'ankaa studio'],['Phoenixx Inc.'],['Adventure' 'Indie' 'RPG'],[],146,158,304,0.4802631578947368,0 - 20000,10000.0,24.49,0,0,indie,0,2024,0
292000,No More Room in Hell 2,2024-10-22,['Torn Banner Studios'],['Torn Banner Studios'],['Action' 'Indie' 'Early Access'],[],7885,8630,16515,0.4774447471995156,200000 - 500000,350000.0,22.49,0,0,AA,0,2024,1
1665460,eFootball™,2021-09-29,['KONAMI'],['KONAMI'],['Simulation' 'Sports' 'Free To Play'],[],44067,48266,92333,0.4772616507640821,10000000 - 20000000,15000000.0,0.0,0,0,AAA,0,2021,
2074800,Richman 11,2022-10-19,['CMGE'],['SOFTSTAR ENTERTAINMENT'],['Casual' 'Strategy'],[],1179,1297,2476,0.4761712439418417,200000 - 500000,350000.0,9.49,0,0,AA,0,2022,1
2440510,Forza Motorsport,2023-10-09,['Turn 10'],['Xbox Game Studios'],['Racing'],[],4749,5236,9985,0.4756134201301953,1000000 - 2000000,1500000.0,34.99,0,0,AA,0,2023,1
1480370,Love Puzzle,2020-12-11,['Romantic Room'],['Romantic Room'],['Adventure' 'Casual' 'Indie' 'Simulation'],[],152,169,321,0.4735202492211838,100000 - 200000,150000.0,0.77,0,0,indie,0,2020,1
929490,RAM Pressure,2021-09-15,['QuadCom Interactive' 'GDT'],['GDT'],['Action' 'Free To Play' 'Indie' 'Massively Multiplayer' 'Strategy'],[],461,513,974,0.473305954825462,200000 - 500000,350000.0,0.0,0,0,AA,0,2021,
1473480,A.V.A Global,2022-08-23,['Valiant'],['Valiant'],['Action' 'Massively Multiplayer' 'Free To Play'],[],3593,4011,7604,0.4725144660704892,1000000 - 2000000,1500000.0,0.0,0,0,AA,0,2022,
604540,Empire of Sin,2020-12-01,['Romero Games'],['Paradox Interactive'],['RPG' 'Strategy'],[],2840,3174,6014,0.4722314599268374,200000 - 500000,350000.0,9.99,0,0,AA,0,2020,1
1938010,WILD HEARTS™,2023-02-16,"['KOEI TECMO GAMES CO., LTD.']",['Electronic Arts'],['Action' 'Adventure'],[],5709,6481,12190,0.4683347005742412,200000 - 500000,350000.0,6.99,0,0,AA,0,2023,1
1517290,Battlefield™ 2042,2021-11-19,['DICE'],['Electronic Arts'],['Action' 'Adventure' 'Casual'],[],139186,158588,297774,0.4674216016173339,10000000 - 20000000,15000000.0,59.99,0,0,AAA,0,2021,1
1330560,Hairdresser Simulator,2024-03-06,['GameFormatic S.A.'],['Frozen Way'],['Casual' 'Indie' 'Simulation'],[],243,277,520,0.4673076923076923,0 - 20000,10000.0,8.99,0,0,indie,0,2024,0
2537590,Microsoft Flight Simulator 2024,2024-11-19,['Asobo Studio'],['Xbox Game Studios'],['Simulation'],[],6345,7250,13595,0.4667157043030526,100000 - 200000,150000.0,69.99,0,0,indie,0,2024,1
1030210,Torchlight III,2020-10-13,['Echtra Inc.'],['Arc Games'],['Action' 'Adventure' 'RPG'],[],5225,6005,11230,0.4652715939447907,500000 - 1000000,750000.0,5.99,0,0,AA,0,2020,1
2140330,Madden NFL 24,2023-08-17,['Tiburon'],['Electronic Arts'],['Simulation' 'Sports' 'Strategy'],[],3982,4622,8604,0.4628079962807996,200000 - 500000,350000.0,0.0,0,0,AA,0,2023,
2933620,Call of Duty®: Black Ops 6,2024-11-01,"['Treyarch' 'Raven Software' 'Beenox' 'High Moon Studios'
 'Activision Shanghai' 'Sledgehammer Games' 'Infinity Ward' 'Demonware']",['Activision'],['Action'],[],6383,7422,13805,0.4623687069902209,0 - 20000,10000.0,34.99,0,0,indie,0,2024,0
1248060,Realpolitiks II,2021-05-12,['Jujubee S.A.'],['Fulqrum Publishing'],['Indie' 'Simulation' 'Strategy'],[],296,345,641,0.4617784711388455,20000 - 50000,35000.0,3.74,0,0,indie,0,2021,0
1289380,Sheltered 2,2021-09-21,['Unicube'],['Team17'],['Indie' 'RPG' 'Simulation' 'Strategy'],[],958,1119,2077,0.4612421762156957,200000 - 500000,350000.0,3.99,0,0,AA,0,2021,1
1786200,Wars and Roses,2022-01-21,['Blaze Worlds'],['Blaze Worlds'],['Action'],[],1093,1303,2396,0.4561769616026711,50000 - 100000,75000.0,19.99,0,0,indie,0,2022,0
1223910,Tennis World Tour 2,2020-09-24,['Big Ant Studios'],['Nacon'],['Simulation' 'Sports'],[],148,177,325,0.4553846153846154,20000 - 50000,35000.0,5.99,0,0,indie,0,2020,0
1400070,Don't Cheat On Me,2021-01-21,['A Normal Monkey Studios'],['A Normal Monkey Studios'],['Action' 'Casual' 'Indie' 'RPG' 'Simulation' 'Strategy'],[],139,168,307,0.4527687296416938,0 - 20000,10000.0,2.79,0,0,indie,0,2021,0
1895810,Infinity Strash: DRAGON QUEST The Adventure of Dai,2023-10-12,['Square Enix' 'GameStudio Inc.' 'KAI GRAPHICS INC.'],['Square Enix'],['Action' 'RPG'],[],169,205,374,0.4518716577540106,20000 - 50000,35000.0,23.99,0,0,indie,0,2023,0
1272080,PAYDAY 3,2023-09-21,['Starbreeze Studios'],['Starbreeze Entertainment'],['Action' 'Adventure' 'RPG'],[],25497,33195,58692,0.4344203639337559,2000000 - 5000000,3500000.0,14.99,66,0,AAA,0,2023,1
1377540,The Viking Way,2020-10-10,['Ice Lava Games'],['Ice Lava Games'],['Action' 'Adventure' 'Indie' 'RPG' 'Strategy' 'Early Access'],[],158,207,365,0.4328767123287671,50000 - 100000,75000.0,14.99,0,0,indie,0,2020,0
1622900,Star Trek: Infinite,2023-10-12,['Nimble Giant Entertainment'],['Paradox Interactive'],['Adventure' 'Simulation' 'Strategy'],[],1434,1894,3328,0.4308894230769231,200000 - 500000,350000.0,14.99,0,0,AA,0,2023,1
1270010,Gone: Survival,2020-10-20,['Coden Studio'],['Conglomerate 5'],['Action' 'Adventure' 'Indie' 'Simulation'],[],101,134,235,0.4297872340425532,0 - 20000,10000.0,0.76,0,0,indie,0,2020,0
1082450,Gold Hunter,2022-05-13,['eXtreme Studios'],['eXtreme Studios'],['Indie' 'Simulation' 'Early Access'],[],270,379,649,0.4160246533127889,50000 - 100000,75000.0,17.49,0,0,indie,0,2022,0
2430990,Their Land,2023-06-06,['Thomas Förg'],['Thomas Förg'],['Action' 'Adventure' 'Indie'],[],792,1112,1904,0.4159663865546218,100000 - 200000,150000.0,2.99,0,0,indie,0,2023,1
2064810,CityDriver,2023-06-05,['ViewApp'],['Aerosoft GmbH'],['Casual' 'Indie' 'Simulation'],[],358,505,863,0.4148319814600232,20000 - 50000,35000.0,17.99,0,0,indie,0,2023,0
1300920,Ghost of Dragon,2022-10-26,['Meta Interaction'],['Meta Interaction'],['Adventure' 'Indie' 'RPG' 'Simulation' 'Early Access'],[],330,469,799,0.4130162703379224,50000 - 100000,75000.0,19.99,0,0,indie,0,2022,0
946920,PARANOID,2023-12-15,['Team Mental'],['Madmind Studio'],['Action' 'Adventure'],[],96,140,236,0.4067796610169492,0 - 20000,10000.0,4.49,0,0,indie,0,2023,0
1840080,Homeworld 3,2024-05-13,['Blackbird Interactive'],['Gearbox Publishing'],['Simulation' 'Strategy'],[],3238,4791,8029,0.4032880807074355,500000 - 1000000,750000.0,29.99,0,0,AA,0,2024,1
1179060,Wing of Darkness,2021-06-02,['Production Exabilities'],['Clouded Leopard Entertainment'],['Action' 'Indie'],[],93,140,233,0.3991416309012875,0 - 20000,10000.0,29.99,0,0,indie,0,2021,0
1997630,Ink: Tournament Paintball,2023-11-26,"['Golden Dog Interactive, SAS']","['Golden Dog Interactive, SAS']",['Action' 'Casual' 'Indie' 'Simulation' 'Sports' 'Strategy'],[],180,273,453,0.3973509933774834,50000 - 100000,75000.0,4.99,0,0,indie,0,2023,0
